X Y Theta dr dl Time
-3.108874 -1.291646 0.089459 -0.010907 -0.007455 21.189000
-3.116638 -1.292400 0.104318 -0.006144 -0.009457 21.238000
-3.123398 -1.293136 0.112675 -0.005867 -0.007731 21.294000
-3.132557 -1.294151 0.108032 -0.009733 -0.008698 21.343000
-3.141555 -1.295046 0.090078 -0.011045 -0.007041 21.394000
-3.149258 -1.295705 0.080792 -0.008767 -0.006696 21.446000
-3.157509 -1.296445 0.098127 -0.006351 -0.010216 21.497000
-3.165028 -1.297222 0.107723 -0.006489 -0.008629 21.547000
-3.172955 -1.298068 0.104937 -0.008283 -0.007662 21.602000
-3.181098 -1.298851 0.086673 -0.010216 -0.006144 21.651000
-3.190110 -1.299592 0.077387 -0.010078 -0.008007 21.706000
-3.199191 -1.300338 0.086673 -0.008076 -0.010147 21.754000
-3.207543 -1.301112 0.098127 -0.007110 -0.009664 21.809000
-3.215715 -1.301942 0.104318 -0.007524 -0.008905 21.859000
-3.223747 -1.302788 0.105556 -0.007938 -0.008214 21.908000
-3.229987 -1.303510 0.124748 -0.004142 -0.008422 21.963000
-3.237863 -1.304502 0.125986 -0.007800 -0.008076 22.011000
-3.248662 -1.305763 0.106484 -0.013047 -0.008698 22.066000
-3.259568 -1.306997 0.118866 -0.009595 -0.012356 22.115000
-3.267231 -1.308023 0.147345 -0.004556 -0.010907 22.169000
-3.273739 -1.309075 0.173037 -0.003728 -0.009457 22.218000
-3.282828 -1.310593 0.157869 -0.010907 -0.007524 22.273000
-3.292532 -1.311981 0.126295 -0.013323 -0.006282 22.323000
-3.300405 -1.312995 0.130010 -0.007524 -0.008353 22.372000
-3.306858 -1.313952 0.164370 -0.002692 -0.010354 22.426000
-3.316154 -1.315487 0.162822 -0.009595 -0.009250 22.475000
-3.327211 -1.317159 0.137439 -0.014013 -0.008353 22.530000
-3.335084 -1.318178 0.120105 -0.009871 -0.006006 22.580000
-3.341107 -1.318966 0.139916 -0.003866 -0.008283 22.629000
-3.347113 -1.319875 0.160346 -0.003797 -0.008353 22.678000
-3.356328 -1.321266 0.139296 -0.011666 -0.006972 22.730000
-3.364888 -1.322347 0.112056 -0.011666 -0.005591 22.787000
-3.374111 -1.323421 0.119795 -0.008422 -0.010147 22.838000
-3.380887 -1.324303 0.138987 -0.004694 -0.008974 22.887000
-3.387376 -1.325253 0.151988 -0.005108 -0.008007 22.942000
-3.396357 -1.326574 0.139916 -0.010423 -0.007731 22.992000
-3.406282 -1.327868 0.119485 -0.012287 -0.007731 23.041000
-3.416413 -1.329186 0.139296 -0.008007 -0.012425 23.095000
-3.423837 -1.330411 0.187586 -0.002140 -0.012908 23.144000
-3.433280 -1.332293 0.205849 -0.007593 -0.011666 23.199000
-3.444112 -1.334453 0.187895 -0.013047 -0.009043 23.249000
-3.452924 -1.335953 0.149202 -0.013254 -0.004625 23.298000
-3.461173 -1.337268 0.167156 -0.006351 -0.010354 23.352000
-3.468574 -1.338621 0.194396 -0.004487 -0.010561 23.401000
-3.478952 -1.340584 0.179538 -0.012218 -0.008905 23.456000
-3.489137 -1.342243 0.143321 -0.014358 -0.006282 23.506000
-3.496766 -1.343263 0.122581 -0.010009 -0.005384 23.555000
-3.503434 -1.344178 0.150131 -0.003659 -0.009802 23.610000
-3.511143 -1.345366 0.155702 -0.007179 -0.008422 23.658000
-3.522012 -1.346894 0.123510 -0.014565 -0.007386 23.708000
-3.531928 -1.347974 0.093483 -0.013323 -0.006627 23.765000
-3.540473 -1.348891 0.120414 -0.005591 -0.011597 23.816000
-3.547173 -1.349824 0.156322 -0.002761 -0.010769 23.866000
-3.557648 -1.351420 0.146107 -0.011735 -0.009457 23.914000
-3.568162 -1.352740 0.103698 -0.015324 -0.005867 23.969000
-3.576652 -1.353516 0.078625 -0.011321 -0.005729 24.018000
-3.582977 -1.354080 0.099055 -0.004073 -0.008629 24.073000
-3.589500 -1.354759 0.108342 -0.005522 -0.007593 24.124000
-3.599120 -1.355679 0.082340 -0.012563 -0.006765 24.173000
-3.609003 -1.356345 0.052314 -0.013254 -0.006558 24.223000
-3.617863 -1.356775 0.044575 -0.009733 -0.008007 24.273000
-3.623929 -1.357092 0.060052 -0.004349 -0.007800 24.330000
-3.630232 -1.357504 0.070267 -0.005177 -0.007455 24.382000
-3.639776 -1.358061 0.046432 -0.012218 -0.006903 24.433000
-3.649263 -1.358377 0.020121 -0.012425 -0.006558 24.485000
-3.658270 -1.358476 0.001857 -0.011045 -0.006972 24.536000
-3.666830 -1.358526 0.009906 -0.007662 -0.009457 24.586000
-3.674077 -1.358661 0.027240 -0.005315 -0.009181 24.636000
-3.681702 -1.358865 0.026312 -0.007731 -0.007524 24.686000
-3.691572 -1.358969 -0.005262 -0.013392 -0.006351 24.742000
-3.701408 -1.358830 -0.022907 -0.011804 -0.007869 24.792000
-3.710139 -1.358716 -0.003405 -0.006558 -0.010907 24.842000
-3.717215 -1.358774 0.019811 -0.004487 -0.009664 24.892000
-3.724252 -1.358998 0.043956 -0.004349 -0.009733 24.949000
-3.732631 -1.359368 0.044265 -0.008353 -0.008422 25.000000
-3.739942 -1.359669 0.038074 -0.008007 -0.006627 25.050000
-3.746598 -1.359917 0.036527 -0.006834 -0.006489 25.100000
-3.753875 -1.360221 0.046742 -0.006144 -0.008422 25.150000
-3.763247 -1.360755 0.067172 -0.007110 -0.011666 25.206000
-3.772127 -1.361421 0.082649 -0.007179 -0.010630 25.258000
-3.779277 -1.362065 0.096888 -0.005591 -0.008767 25.308000
-3.787284 -1.362819 0.091007 -0.008698 -0.007386 25.356000
-3.797402 -1.363582 0.059433 -0.013668 -0.006627 25.411000
-3.808187 -1.364212 0.057266 -0.011045 -0.010561 25.460000
-3.816035 -1.364784 0.088221 -0.004418 -0.011321 25.515000
-3.822525 -1.365444 0.114533 -0.003590 -0.009457 25.563000
-3.831375 -1.366432 0.107723 -0.009664 -0.008145 25.618000
-3.841720 -1.367387 0.076458 -0.013875 -0.006903 25.668000
-3.850980 -1.368057 0.068100 -0.010216 -0.008353 25.717000
-3.858241 -1.368617 0.085745 -0.005315 -0.009250 25.771000
-3.865427 -1.369247 0.089150 -0.006834 -0.007593 25.820000
-3.874721 -1.369936 0.058814 -0.012701 -0.005937 25.875000
-3.883443 -1.370356 0.037455 -0.011114 -0.006351 25.925000
-3.890717 -1.370704 0.058195 -0.004970 -0.009595 25.973000
-3.896777 -1.371119 0.078625 -0.003797 -0.008353 26.028000
-3.904695 -1.371692 0.065624 -0.009388 -0.006489 26.077000
-3.914450 -1.372180 0.034360 -0.013254 -0.006282 26.132000
-3.924799 -1.372529 0.033122 -0.010492 -0.010216 26.181000
-3.931040 -1.372799 0.053242 -0.004004 -0.008491 26.235000
-3.937310 -1.373183 0.069339 -0.004487 -0.008076 26.284000
-3.947404 -1.373792 0.051075 -0.012149 -0.008076 26.335000
-3.958649 -1.374206 0.022597 -0.014427 -0.008076 26.386000
-3.965480 -1.374375 0.026931 -0.006351 -0.007317 26.437000
-3.970619 -1.374575 0.050766 -0.002485 -0.007800 26.488000
-3.978409 -1.374983 0.053861 -0.007455 -0.008145 26.539000
-3.988478 -1.375407 0.030336 -0.012701 -0.007455 26.591000
-3.998659 -1.375566 0.000929 -0.013461 -0.006903 26.642000
-4.007011 -1.375572 0.000310 -0.008422 -0.008283 26.693000
-4.013948 -1.375669 0.027859 -0.003866 -0.010009 26.744000
-4.021744 -1.375937 0.040860 -0.006351 -0.009250 26.801000
-4.033025 -1.376260 0.016406 -0.014013 -0.008560 26.851000
-4.042274 -1.376378 0.008977 -0.010078 -0.008422 26.902000
-4.049142 -1.376477 0.019811 -0.005660 -0.008076 26.952000
-4.054592 -1.376655 0.045813 -0.002554 -0.008353 27.002000
-4.063869 -1.377048 0.038693 -0.010078 -0.008491 27.059000
-4.074701 -1.377393 0.025073 -0.012356 -0.009319 27.108000
-4.083843 -1.377669 0.035288 -0.008007 -0.010285 27.156000
-4.089497 -1.377935 0.058814 -0.003037 -0.008283 27.211000
-4.097527 -1.378377 0.051075 -0.008905 -0.007179 27.260000
-4.107012 -1.378707 0.018573 -0.013116 -0.005867 27.314000
-4.116639 -1.378933 0.028169 -0.008560 -0.010700 27.362000
-4.124676 -1.379237 0.047670 -0.005867 -0.010216 27.417000
-4.130292 -1.379567 0.069648 -0.003175 -0.008076 27.465000
-4.138284 -1.380065 0.054790 -0.009664 -0.006351 27.520000
-4.147078 -1.380415 0.024764 -0.012149 -0.005453 27.568000
-4.157051 -1.380574 0.007120 -0.011942 -0.008007 27.623000
-4.165645 -1.380698 0.021668 -0.006972 -0.010216 27.671000
-4.172302 -1.380932 0.048599 -0.003659 -0.009664 27.725000
-4.181715 -1.381353 0.040860 -0.010285 -0.008560 27.774000
-4.192031 -1.381639 0.014549 -0.013254 -0.007386 27.828000
-4.201519 -1.381873 0.034669 -0.007248 -0.011735 27.876000
-4.208825 -1.382285 0.078006 -0.002485 -0.012149 27.931000
-4.217558 -1.383054 0.097817 -0.006558 -0.010976 27.980000
-4.229490 -1.384082 0.073982 -0.014634 -0.009319 28.036000
-4.239792 -1.384696 0.045194 -0.013530 -0.007110 28.087000
-4.247409 -1.385087 0.057266 -0.006282 -0.008974 28.137000
-4.255057 -1.385566 0.067791 -0.006489 -0.008836 28.187000
-4.265499 -1.386140 0.042098 -0.013323 -0.007593 28.238000
-4.275885 -1.386360 0.000310 -0.015048 -0.005729 28.287000
-4.283720 -1.386282 -0.020430 -0.010147 -0.005522 28.344000
-4.289621 -1.386217 -0.001548 -0.003797 -0.008007 28.395000
-4.296283 -1.386230 0.005572 -0.005867 -0.007455 28.445000
-4.305981 -1.386160 -0.020121 -0.012563 -0.006834 28.495000
-4.316469 -1.385874 -0.034360 -0.012080 -0.008905 28.545000
-4.324817 -1.385597 -0.031883 -0.008076 -0.008629 28.602000
-4.331373 -1.385447 -0.013930 -0.004556 -0.008560 28.653000
-4.338483 -1.385379 -0.005262 -0.006144 -0.008076 28.699000
-4.347077 -1.385300 -0.013001 -0.009457 -0.007731 28.756000
-4.356568 -1.385243 0.000929 -0.007938 -0.011045 28.805000
-4.365575 -1.385392 0.032193 -0.005522 -0.012494 28.855000
-4.373022 -1.385757 0.065624 -0.003728 -0.011183 28.910000
-4.382838 -1.386385 0.062219 -0.010216 -0.009457 28.959000
-4.392836 -1.386865 0.033741 -0.013185 -0.006834 29.009000
-4.401150 -1.387116 0.026621 -0.009112 -0.007524 29.059000
-4.409116 -1.387443 0.055409 -0.004763 -0.011183 29.117000
-4.418214 -1.387942 0.054171 -0.009250 -0.008974 29.168000
-4.428287 -1.388291 0.015168 -0.014427 -0.005729 29.214000
-4.436501 -1.388322 -0.007739 -0.010769 -0.005660 29.266000
-4.444266 -1.388400 0.027859 -0.003797 -0.011735 29.323000
-4.451646 -1.388708 0.055719 -0.004280 -0.010492 29.374000
-4.461507 -1.389161 0.035908 -0.012080 -0.007662 29.425000
-4.471239 -1.389266 -0.014239 -0.015324 -0.004142 29.476000
-4.479901 -1.389128 -0.017644 -0.009043 -0.008283 29.526000
-4.486390 -1.389100 0.008977 -0.003520 -0.009457 29.576000
-4.492809 -1.389189 0.018882 -0.005315 -0.007524 29.626000
-4.502508 -1.389239 -0.008667 -0.012770 -0.006627 29.682000
-4.512549 -1.389041 -0.030645 -0.012494 -0.007593 29.732000
-4.521280 -1.388862 -0.010525 -0.006489 -0.010976 29.782000
-4.527354 -1.388890 0.019811 -0.002692 -0.009457 29.832000
-4.535119 -1.389040 0.018882 -0.007869 -0.007662 29.888000
-4.544507 -1.389069 -0.012691 -0.012908 -0.005867 29.938000
-4.552786 -1.388813 -0.049218 -0.012356 -0.004211 29.988000
-4.559780 -1.388395 -0.069958 -0.009319 -0.004694 30.038000
-4.567221 -1.387941 -0.052004 -0.005453 -0.009457 30.094000
-4.574186 -1.387630 -0.037146 -0.005315 -0.008629 30.146000
-4.582359 -1.387295 -0.044884 -0.009043 -0.007317 30.195000
-4.591184 -1.386858 -0.054171 -0.009871 -0.007800 30.244000
-4.599732 -1.386399 -0.052933 -0.008422 -0.008698 30.299000
-4.608144 -1.386011 -0.039313 -0.006903 -0.009940 30.347000
-4.616972 -1.385628 -0.047361 -0.009733 -0.007938 30.401000
-4.625036 -1.385186 -0.062219 -0.009733 -0.006420 30.450000
-4.632681 -1.384672 -0.072125 -0.008767 -0.006558 30.505000
-4.641290 -1.384093 -0.062219 -0.007524 -0.009733 30.553000
-4.649803 -1.383638 -0.044575 -0.006558 -0.010492 30.608000
-4.658389 -1.383256 -0.044265 -0.008560 -0.008629 30.656000
-4.667734 -1.382870 -0.038384 -0.008698 -0.010009 30.711000
-4.675081 -1.382616 -0.030645 -0.006489 -0.008214 30.760000
-4.681465 -1.382473 -0.014239 -0.004556 -0.008214 30.814000
-4.689955 -1.382349 -0.014858 -0.008560 -0.008422 30.863000
-4.699857 -1.382096 -0.036217 -0.012287 -0.007524 30.918000
-4.709929 -1.381744 -0.033741 -0.009802 -0.010354 30.968000
-4.716279 -1.381614 -0.007120 -0.003382 -0.009319 31.016000
-4.723251 -1.381590 0.000310 -0.006144 -0.007800 31.066000
-4.733086 -1.381458 -0.027240 -0.012908 -0.006765 31.124000
-4.743365 -1.381076 -0.047051 -0.012494 -0.008076 31.175000
-4.752398 -1.380673 -0.042098 -0.008491 -0.009595 31.223000
-4.759298 -1.380453 -0.021668 -0.004625 -0.009181 31.274000
-4.767614 -1.380271 -0.021978 -0.008353 -0.008283 31.324000
-4.776825 -1.379993 -0.038384 -0.011045 -0.007386 31.375000
-4.786448 -1.379646 -0.033741 -0.009112 -0.010147 31.431000
-4.793488 -1.379509 -0.005262 -0.003866 -0.010216 31.480000
-4.801116 -1.379517 0.007429 -0.006213 -0.009043 31.535000
-4.811919 -1.379462 -0.017644 -0.013599 -0.008007 31.585000
-4.820889 -1.379217 -0.036836 -0.011114 -0.006834 31.636000
-4.828307 -1.379039 -0.011144 -0.004556 -0.010285 31.688000
-4.834762 -1.379086 0.025692 -0.002347 -0.010561 31.739000
-4.843283 -1.379322 0.029717 -0.0
